"TIME,""GEO"",""UNIT"",""SECTOR"",""NA_ITEM"",""Value"",""Flag and Footnotes"""
"2005,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"",""54,720.0"","""""
"2005,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"",""54,172.0"","""""
"2005,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"2005,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"2005,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"",""38.5"","""""
"2005,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"",""39.7"","""""
"2005,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"",""17.7"","""""
"2005,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"",""18.2"","""""
"2005,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"",""14.6"","""""
"2005,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"",""14.3"","""""
"2005,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"",""5.9"","""""
"2005,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"",""5.8"","""""
"2006,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"2006,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"2006,""Spain"",""Million euro"",""General government"",""Total general government expenditure"",""385,827.0"","""""
"2006,""Spain"",""Million euro"",""General government"",""Total general government revenue"",""407,149.0"","""""
"2006,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"",""178,579.0"","""""
"2006,""Spain"",""Million euro"",""Central government"",""Total general government revenue"",""186,695.0"","""""
"2006,""Spain"",""Million euro"",""State government"",""Total general government expenditure"",""148,162.0"","""""
"2006,""Spain"",""Million euro"",""State government"",""Total general government revenue"",""147,513.0"","""""
"2006,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"",""61,111.0"","""""
"2006,""Spain"",""Million euro"",""Local government"",""Total general government revenue"",""61,870.0"","""""
"2006,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"2006,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"2006,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"",""385,827.0"","""""
"2006,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"",""407,149.0"","""""
"2006,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"",""178,579.0"","""""
"2006,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"",""186,695.0"","""""
"2006,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"",""148,162.0"","""""
"2006,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"",""147,513.0"","""""
"2006,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"",""61,111.0"","""""
"2006,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"",""61,870.0"","""""
"2006,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"2006,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"2006,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"",""38.4"","""""
"2006,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"",""40.6"","""""
"2006,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"",""17.8"","""""
"2006,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"",""18.6"","""""
"2006,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"",""14.8"","""""
"2006,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"",""14.7"","""""
"2006,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"",""6.1"","""""
"2006,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"",""6.2"","""""
"2007,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"2007,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"2007,""Spain"",""Million euro"",""General government"",""Total general government expenditure"",""422,204.0"","""""
"2007,""Spain"",""Million euro"",""General government"",""Total general government revenue"",""442,491.0"","""""
"2007,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"",""193,943.0"","""""
"2007,""Spain"",""Million euro"",""Central government"",""Total general government revenue"",""207,205.0"","""""
"2007,""Spain"",""Million euro"",""State government"",""Total general government expenditure"",""162,313.0"","""""
"2007,""Spain"",""Million euro"",""State government"",""Total general government revenue"",""158,834.0"","""""
"2007,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"",""69,663.0"","""""
"2007,""Spain"",""Million euro"",""Local government"",""Total general government revenue"",""66,325.0"","""""
"2007,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"2007,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"2007,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"",""422,204.0"","""""
"2007,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"",""442,491.0"","""""
"2007,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"",""193,943.0"","""""
"2007,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"",""207,205.0"","""""
"2007,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"",""162,313.0"","""""
"2007,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"",""158,834.0"","""""
"2007,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"",""69,663.0"","""""
"2007,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"",""66,325.0"","""""
"2007,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"2007,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"2007,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"",""39.3"","""""
"2007,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"",""41.1"","""""
"2007,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"",""18.0"","""""
"2007,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"",""19.3"","""""
"2007,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"",""15.1"","""""
"2007,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"",""14.8"","""""
"2007,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"",""6.5"","""""
"2007,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"",""6.2"","""""
"2008,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"2008,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"2008,""Spain"",""Million euro"",""General government"",""Total general government expenditure"",""459,823.0"","""""
"2008,""Spain"",""Million euro"",""General government"",""Total general government revenue"",""409,092.0"","""""
"2008,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"",""207,926.0"","""""
"2008,""Spain"",""Million euro"",""Central government"",""Total general government revenue"",""174,310.0"","""""
"2008,""Spain"",""Million euro"",""State government"",""Total general government expenditure"",""179,832.0"","""""
"2008,""Spain"",""Million euro"",""State government"",""Total general government revenue"",""160,673.0"","""""
"2008,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"",""72,123.0"","""""
"2008,""Spain"",""Million euro"",""Local government"",""Total general government revenue"",""66,748.0"","""""
"2008,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"2008,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"2008,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"",""459,823.0"","""""
"2008,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"",""409,092.0"","""""
"2008,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"",""207,926.0"","""""
"2008,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"",""174,310.0"","""""
"2008,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"",""179,832.0"","""""
"2008,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"",""160,673.0"","""""
"2008,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"",""72,123.0"","""""
"2008,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"",""66,748.0"","""""
"2008,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"2008,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"2008,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"",""41.4"","""""
"2008,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"",""36.9"","""""
"2008,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"",""18.7"","""""
"2008,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"",""15.7"","""""
"2008,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"",""16.2"","""""
"2008,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"",""14.5"","""""
"2008,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"",""6.5"","""""
"2008,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"",""6.0"","""""
"2009,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"2009,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"2009,""Spain"",""Million euro"",""General government"",""Total general government expenditure"",""494,355.0"","""""
"2009,""Spain"",""Million euro"",""General government"",""Total general government revenue"",""373,779.0"","""""
"2009,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"",""242,185.0"","""""
"2009,""Spain"",""Million euro"",""Central government"",""Total general government revenue"",""141,794.0"","""""
"2009,""Spain"",""Million euro"",""State government"",""Total general government expenditure"",""188,759.0"","""""
"2009,""Spain"",""Million euro"",""State government"",""Total general government revenue"",""166,855.0"","""""
"2009,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"",""76,338.0"","""""
"2009,""Spain"",""Million euro"",""Local government"",""Total general government revenue"",""70,428.0"","""""
"2009,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"2009,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"2009,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"",""494,355.0"","""""
"2009,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"",""373,779.0"","""""
"2009,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"",""242,185.0"","""""
"2009,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"",""141,794.0"","""""
"2009,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"",""188,759.0"","""""
"2009,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"",""166,855.0"","""""
"2009,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"",""76,338.0"","""""
"2009,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"",""70,428.0"","""""
"2009,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"2009,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"2009,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"",""46.2"","""""
"2009,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"",""35.0"","""""
"2009,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"",""22.6"","""""
"2009,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"",""13.3"","""""
"2009,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"",""17.7"","""""
"2009,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"",""15.6"","""""
"2009,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"",""7.1"","""""
"2009,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"",""6.6"","""""
"2010,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"2010,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"2010,""Spain"",""Million euro"",""General government"",""Total general government expenditure"",""493,815.0"","""""
"2010,""Spain"",""Million euro"",""General government"",""Total general government revenue"",""391,622.0"","""""
"2010,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"",""223,207.0"","""""
"2010,""Spain"",""Million euro"",""Central government"",""Total general government revenue"",""171,132.0"","""""
"2010,""Spain"",""Million euro"",""State government"",""Total general government expenditure"",""188,733.0"","""""
"2010,""Spain"",""Million euro"",""State government"",""Total general government revenue"",""148,335.0"","""""
"2010,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"",""76,652.0"","""""
"2010,""Spain"",""Million euro"",""Local government"",""Total general government revenue"",""69,601.0"","""""
"2010,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"2010,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"2010,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"",""493,815.0"","""""
"2010,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"",""391,622.0"","""""
"2010,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"",""223,207.0"","""""
"2010,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"",""171,132.0"","""""
"2010,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"",""188,733.0"","""""
"2010,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"",""148,335.0"","""""
"2010,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"",""76,652.0"","""""
"2010,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"",""69,601.0"","""""
"2010,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"2010,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"2010,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"",""46.0"","""""
"2010,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"",""36.5"","""""
"2010,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"",""20.8"","""""
"2010,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"",""16.0"","""""
"2010,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"",""17.6"","""""
"2010,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"",""13.8"","""""
"2010,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"",""7.1"","""""
"2010,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"",""6.5"","""""
"2011,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"2011,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"2011,""Spain"",""Million euro"",""General government"",""Total general government expenditure"",""490,976.0"","""""
"2011,""Spain"",""Million euro"",""General government"",""Total general government revenue"",""387,370.0"","""""
"2011,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"",""217,105.0"","""""
"2011,""Spain"",""Million euro"",""Central government"",""Total general government revenue"",""178,108.0"","""""
"2011,""Spain"",""Million euro"",""State government"",""Total general government expenditure"",""194,106.0"","""""
"2011,""Spain"",""Million euro"",""State government"",""Total general government revenue"",""139,245.0"","""""
"2011,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"",""73,116.0"","""""
"2011,""Spain"",""Million euro"",""Local government"",""Total general government revenue"",""64,610.0"","""""
"2011,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"2011,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"2011,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"",""490,976.0"","""""
"2011,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"",""387,370.0"","""""
"2011,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"",""217,105.0"","""""
"2011,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"",""178,108.0"","""""
"2011,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"",""194,106.0"","""""
"2011,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"",""139,245.0"","""""
"2011,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"",""73,116.0"","""""
"2011,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"",""64,610.0"","""""
"2011,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"2011,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"2011,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"",""46.2"","""""
"2011,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"",""36.4"","""""
"2011,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"",""20.4"","""""
"2011,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"",""16.7"","""""
"2011,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"",""18.2"","""""
"2011,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"",""13.1"","""""
"2011,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"",""6.9"","""""
"2011,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"",""6.1"","""""
"2012,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"2012,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"2012,""Spain"",""Million euro"",""General government"",""Total general government expenditure"",""501,688.0"","""""
"2012,""Spain"",""Million euro"",""General government"",""Total general government revenue"",""390,992.0"","""""
"2012,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"",""268,843.0"","""""
"2012,""Spain"",""Million euro"",""Central government"",""Total general government revenue"",""185,428.0"","""""
"2012,""Spain"",""Million euro"",""State government"",""Total general government expenditure"",""192,864.0"","""""
"2012,""Spain"",""Million euro"",""State government"",""Total general government revenue"",""172,291.0"","""""
"2012,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"",""61,524.0"","""""
"2012,""Spain"",""Million euro"",""Local government"",""Total general government revenue"",""64,831.0"","""""
"2012,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"2012,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"2012,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"",""501,688.0"","""""
"2012,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"",""390,992.0"","""""
"2012,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"",""268,843.0"","""""
"2012,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"",""185,428.0"","""""
"2012,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"",""192,864.0"","""""
"2012,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"",""172,291.0"","""""
"2012,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"",""61,524.0"","""""
"2012,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"",""64,831.0"","""""
"2012,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"2012,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"2012,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"",""48.7"","""""
"2012,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"",""37.9"","""""
"2012,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"",""26.1"","""""
"2012,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"",""18.0"","""""
"2012,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"",""18.7"","""""
"2012,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"",""16.7"","""""
"2012,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"",""6.0"","""""
"2012,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"",""6.3"","""""
"2013,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"2013,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"2013,""Spain"",""Million euro"",""General government"",""Total general government expenditure"",""467,649.0"","""""
"2013,""Spain"",""Million euro"",""General government"",""Total general government revenue"",""395,858.0"","""""
"2013,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"",""232,743.0"","""""
"2013,""Spain"",""Million euro"",""Central government"",""Total general government revenue"",""182,988.0"","""""
"2013,""Spain"",""Million euro"",""State government"",""Total general government expenditure"",""165,012.0"","""""
"2013,""Spain"",""Million euro"",""State government"",""Total general government revenue"",""148,636.0"","""""
"2013,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"",""60,716.0"","""""
"2013,""Spain"",""Million euro"",""Local government"",""Total general government revenue"",""66,405.0"","""""
"2013,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"2013,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"2013,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"",""467,649.0"","""""
"2013,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"",""395,858.0"","""""
"2013,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"",""232,743.0"","""""
"2013,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"",""182,988.0"","""""
"2013,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"",""165,012.0"","""""
"2013,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"",""148,636.0"","""""
"2013,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"",""60,716.0"","""""
"2013,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"",""66,405.0"","""""
"2013,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"2013,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"2013,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"",""45.8"","""""
"2013,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"",""38.8"","""""
"2013,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"",""22.8"","""""
"2013,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"",""17.9"","""""
"2013,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"",""16.2"","""""
"2013,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"",""14.6"","""""
"2013,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"",""6.0"","""""
"2013,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"",""6.5"","""""
"2014,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"2014,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"2014,""Spain"",""Million euro"",""General government"",""Total general government expenditure"",""465,650.0"","""""
"2014,""Spain"",""Million euro"",""General government"",""Total general government revenue"",""404,594.0"","""""
"2014,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"",""225,788.0"","""""
"2014,""Spain"",""Million euro"",""Central government"",""Total general government revenue"",""188,583.0"","""""
"2014,""Spain"",""Million euro"",""State government"",""Total general government expenditure"",""165,418.0"","""""
"2014,""Spain"",""Million euro"",""State government"",""Total general government revenue"",""146,722.0"","""""
"2014,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"",""62,831.0"","""""
"2014,""Spain"",""Million euro"",""Local government"",""Total general government revenue"",""68,283.0"","""""
"2014,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"2014,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"2014,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"",""465,650.0"","""""
"2014,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"",""404,594.0"","""""
"2014,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"",""225,788.0"","""""
"2014,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"",""188,583.0"","""""
"2014,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"",""165,418.0"","""""
"2014,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"",""146,722.0"","""""
"2014,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"",""62,831.0"","""""
"2014,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"",""68,283.0"","""""
"2014,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"2014,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"2014,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"",""45.1"","""""
"2014,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"",""39.2"","""""
"2014,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"",""21.9"","""""
"2014,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"",""18.3"","""""
"2014,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"",""16.0"","""""
"2014,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"",""14.2"","""""
"2014,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"",""6.1"","""""
"2014,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"",""6.6"","""""
"2015,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"2015,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"2015,""Spain"",""Million euro"",""General government"",""Total general government expenditure"",""472,962.0"","""""
"2015,""Spain"",""Million euro"",""General government"",""Total general government revenue"",""417,176.0"","""""
"2015,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"",""223,159.0"","""""
"2015,""Spain"",""Million euro"",""Central government"",""Total general government revenue"",""194,442.0"","""""
"2015,""Spain"",""Million euro"",""State government"",""Total general government expenditure"",""171,848.0"","""""
"2015,""Spain"",""Million euro"",""State government"",""Total general government revenue"",""152,987.0"","""""
"2015,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"",""65,261.0"","""""
